Y,umur_krt,jumlah_art,luas_lantai,jk_krt,status_kawin_krt,pendidikan_krt,pekerjaan_krt,keluhan_kesehatan,internet_krt,usaha_mikro,bansos,wilayah,status_bangunan,jenis_lantai,jenis_dinding,jenis_atap,sumber_air,penerangan,bahan_bakar,motor,laptop,kabupaten
0,49,1,91,1,2,13,11,1,1,5,1,1,1,6,1,3,2,1,4,1,5,71
0,44,1,45,2,2,13,3,5,1,5,5,1,1,2,1,3,1,1,4,1,5,71
0,52,1,36,1,2,13,13,1,1,5,5,1,1,2,1,3,1,1,4,1,1,71
0,44,1,216,1,2,21,18,5,1,5,5,1,1,1,1,3,1,1,3,1,1,71
0,52,1,90,1,2,24,21,5,1,5,5,1,1,2,1,3,1,1,4,1,1,71
0,55,1,42,1,2,13,14,5,1,5,5,1,3,2,3,2,2,1,4,1,5,71
0,47,1,180,1,2,23,20,5,1,5,5,1,1,2,1,2,1,1,3,1,1,71
0,50,1,36,1,2,13,13,1,1,5,1,1,2,6,1,2,2,1,4,1,5,71
0,41,1,60,1,2,15,12,5,1,5,5,1,1,2,1,2,2,1,4,1,5,71
0,37,1,24,1,2,8,11,1,1,5,5,1,1,6,1,3,2,1,4,1,5,71
0,55,1,96,1,2,21,22,5,1,5,5,1,1,2,1,3,3,1,2,1,1,71
0,49,1,72,1,2,21,12,5,1,1,5,1,1,2,1,3,2,1,4,1,1,71
0,55,1,72,1,2,21,21,1,1,5,5,1,1,2,1,3,2,1,2,1,1,71
0,46,1,48,1,2,13,13,5,2,5,1,1,1,1,1,3,2,1,4,1,5,71
0,79,1,63,1,4,3,3,1,1,5,1,1,1,6,1,3,3,1,4,1,5,71
0,57,1,49,1,2,3,11,5,1,5,1,1,1,2,1,3,10,1,4,1,5,71
0,57,1,80,1,2,21,21,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,51,1,50,1,2,14,13,5,2,5,5,1,1,2,1,3,3,1,4,1,1,71
0,49,1,54,1,2,13,11,5,1,5,1,1,1,2,1,3,2,1,4,5,5,71
0,59,1,104,1,2,8,12,5,1,5,5,1,1,2,1,3,3,1,4,1,5,71
0,50,1,50,1,2,13,13,5,1,5,5,1,3,6,1,3,5,1,4,1,5,71
0,57,1,50,1,2,13,20,5,1,5,5,1,3,6,1,3,5,1,4,5,1,71
1,47,1,160,1,2,13,8,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,63,1,160,1,2,19,3,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,64,1,70,1,2,8,12,1,1,5,5,1,1,6,1,3,5,1,4,1,1,71
0,34,1,72,1,2,21,13,5,1,5,5,1,1,6,1,3,5,1,4,1,1,71
0,43,1,200,1,2,13,8,5,1,5,5,1,1,2,1,3,5,1,4,1,5,71
0,41,1,96,1,3,3,11,5,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,39,1,60,1,2,15,11,5,1,5,5,1,1,6,3,2,5,1,4,1,5,71
0,41,1,60,1,2,15,12,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,38,1,42,2,3,13,24,1,1,5,5,1,1,6,3,3,2,1,4,1,5,71
0,71,1,80,1,2,21,12,5,1,1,5,1,1,2,1,2,5,1,4,1,1,71
0,47,1,70,1,2,13,14,5,1,1,5,1,1,2,1,3,2,1,4,1,5,71
0,57,1,100,1,2,8,3,1,1,5,5,1,1,2,1,3,5,1,4,1,5,71
0,48,1,80,1,2,8,12,5,1,5,5,1,1,2,1,3,5,1,4,1,5,71
0,54,1,45,1,2,8,11,1,1,5,5,1,3,2,1,3,2,1,4,1,5,71
0,43,1,123,1,2,15,8,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,75,1,54,2,4,3,3,5,1,5,5,1,1,6,1,3,5,1,10,5,5,71
0,48,1,136,2,4,9,12,1,1,5,5,1,1,3,1,3,4,1,4,1,5,71
0,27,1,54,1,2,21,7,5,1,5,5,1,3,2,1,2,2,1,4,1,5,71
1,52,3,84,1,2,13,12,5,1,1,5,1,1,2,1,3,2,1,4,1,1,71
0,39,1,45,1,2,9,24,5,1,5,5,1,1,6,2,3,2,1,4,1,5,71
0,43,1,63,1,3,15,11,5,1,5,5,1,1,6,2,3,2,1,4,5,5,71
0,63,1,84,1,2,3,11,5,1,5,5,1,1,2,1,3,4,1,4,1,5,71
0,60,2,72,1,2,13,11,5,1,1,5,1,1,2,1,3,2,1,4,1,5,71
0,57,2,63,1,2,3,11,5,1,1,5,1,1,6,1,3,2,1,4,1,5,71
0,54,1,84,2,4,13,3,1,1,5,5,1,1,2,1,3,2,1,4,1,5,71
0,53,2,150,1,2,8,8,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,66,2,100,1,2,13,2,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,28,1,86,1,2,21,19,5,1,1,5,1,1,6,1,3,2,1,4,1,1,71
0,39,1,70,1,2,9,12,5,1,5,5,1,1,6,1,3,3,1,4,1,5,71
0,49,1,100,1,2,13,8,1,1,5,5,1,1,1,1,3,5,1,4,1,5,71
0,44,1,96,1,2,8,11,1,1,5,1,1,2,6,1,3,2,1,4,1,5,71
0,48,1,96,1,2,8,24,1,1,5,5,1,2,6,1,3,3,1,4,1,5,71
0,50,1,70,1,2,13,8,1,1,5,1,1,1,6,3,3,2,1,4,1,5,71
0,55,1,50,1,2,8,13,5,1,5,5,1,1,2,1,3,5,1,4,1,5,71
1,59,1,60,1,2,3,11,5,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,32,1,48,1,2,8,11,5,1,5,1,1,1,6,1,3,2,1,4,1,5,71
0,45,1,46,1,2,13,12,5,1,5,5,1,2,6,1,3,2,1,4,1,5,71
1,41,1,50,1,2,13,8,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,42,1,84,1,2,8,11,1,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,48,1,64,1,2,9,11,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,53,1,160,1,2,13,12,5,1,1,5,1,1,2,1,3,5,1,3,1,5,71
0,41,1,54,1,2,13,12,1,1,5,5,1,3,6,1,3,5,1,4,1,1,71
0,55,1,63,2,4,8,8,5,1,5,5,1,1,6,1,2,2,1,4,1,5,71
0,55,1,64,1,2,8,11,5,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,39,1,77,1,2,15,12,5,1,1,5,1,1,2,1,3,1,1,4,1,1,71
0,73,1,155,1,2,13,23,5,1,1,5,1,1,2,1,3,2,1,4,1,1,71
0,37,1,54,1,2,13,13,5,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,48,1,64,1,2,13,11,5,1,1,5,1,1,6,3,3,2,1,4,1,5,71
0,54,2,80,1,2,8,14,5,1,1,5,1,1,2,1,3,1,1,4,1,5,71
0,44,1,120,1,2,21,21,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,40,1,120,1,2,13,12,5,1,1,5,1,1,2,1,1,1,1,4,1,5,71
0,41,1,72,1,2,8,8,5,1,5,5,1,1,6,1,3,2,1,4,5,5,71
0,39,1,110,1,2,19,12,5,1,5,5,1,1,2,1,3,1,1,3,1,1,71
0,42,1,110,1,2,15,12,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,41,1,150,1,2,8,11,5,1,5,5,1,1,2,1,3,1,1,4,1,1,71
0,44,2,105,1,2,13,12,5,1,1,5,1,1,2,1,3,5,1,4,1,1,71
0,55,1,84,1,2,15,11,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,41,1,72,2,3,18,20,1,1,1,5,1,1,2,1,3,2,1,4,1,5,71
0,37,1,288,1,2,21,12,5,1,1,5,1,3,2,1,1,1,1,3,1,1,71
0,41,2,54,1,2,15,12,5,1,5,1,1,3,2,1,3,2,1,4,1,5,71
0,34,1,150,1,2,21,8,5,1,1,5,1,3,2,1,3,1,1,3,1,1,71
0,62,2,246,1,2,13,24,5,1,1,5,1,1,2,1,3,2,1,2,1,1,71
0,65,1,128,1,2,13,11,5,1,5,5,1,1,2,1,1,5,1,5,1,5,71
0,69,2,120,1,4,13,3,5,1,5,5,1,1,2,1,2,3,1,5,1,5,71
0,78,1,120,1,2,13,3,5,1,5,5,1,1,2,1,3,6,1,3,5,5,71
1,58,2,54,1,2,8,11,5,1,5,5,1,1,2,1,3,6,1,4,1,5,71
0,64,2,80,1,4,13,25,5,1,1,1,1,1,2,1,3,6,1,4,1,5,71
0,31,2,72,1,2,21,16,5,1,5,1,1,1,2,1,3,6,1,5,1,1,71
0,68,1,90,1,2,13,12,5,1,1,5,1,1,2,1,3,5,1,2,5,1,71
0,59,2,54,2,4,8,14,5,1,1,5,1,1,6,1,3,2,1,4,1,5,71
1,70,1,64,1,2,3,12,5,1,1,1,1,1,2,1,3,5,1,4,1,5,71
0,43,1,45,1,2,15,11,1,1,5,1,1,3,6,1,3,3,1,4,1,5,71
0,44,1,40,1,2,13,23,1,1,5,5,1,2,6,3,3,2,2,7,5,5,71
0,50,1,55,1,2,8,24,5,1,1,5,1,1,6,1,3,5,1,4,1,5,71
1,49,1,32,1,2,3,11,5,1,5,1,1,2,6,3,3,2,1,7,1,5,71
0,44,1,32,1,2,13,12,5,1,5,1,1,2,6,3,3,5,1,4,1,5,71
0,48,1,144,1,2,15,11,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,55,1,48,1,2,3,12,5,1,5,5,1,1,2,1,3,5,1,4,1,5,71
0,87,1,120,1,2,8,3,1,1,5,5,1,1,2,1,2,1,1,3,5,5,71
0,50,1,75,1,2,3,12,5,1,5,1,1,2,6,3,3,2,1,7,1,5,71
0,38,1,120,1,2,21,24,5,1,5,5,1,1,2,1,3,1,1,4,1,1,71
0,52,1,68,1,2,8,8,5,1,5,5,1,2,6,1,5,4,1,4,1,1,71
1,40,1,72,1,2,21,13,1,1,5,5,1,2,6,1,4,1,1,3,1,5,71
0,38,1,40,2,3,3,3,5,1,5,5,1,2,6,1,3,2,1,4,5,5,71
0,69,1,60,1,4,15,3,5,1,5,1,1,1,2,3,3,2,1,4,1,5,71
0,31,0,72,1,1,23,21,1,1,5,5,1,3,6,1,3,2,1,4,1,1,71
1,60,1,30,2,4,3,8,5,1,5,5,1,2,2,1,3,2,1,7,5,5,71
0,35,1,16,1,2,13,13,5,1,5,5,1,2,2,1,3,2,1,4,1,5,71
0,49,1,30,1,3,21,12,5,1,5,5,1,3,2,1,2,2,1,4,1,5,71
0,42,1,72,1,2,21,9,5,1,5,5,1,1,2,1,3,1,1,2,1,1,71
0,59,2,110,1,2,13,25,5,1,5,5,1,1,2,1,3,3,1,5,1,5,71
0,42,1,28,1,2,13,21,5,1,5,1,1,1,2,1,3,2,2,4,1,5,71
0,61,1,108,2,4,8,3,5,1,1,5,1,1,6,1,2,3,1,4,1,5,71
0,51,1,72,1,4,19,13,5,1,1,5,1,1,6,1,3,2,1,4,1,1,71
0,59,1,96,2,4,9,3,5,1,1,5,1,1,2,1,3,3,1,4,1,1,71
0,42,2,96,1,2,21,12,5,1,1,5,1,1,2,1,3,1,1,3,1,1,71
0,55,1,18,2,4,14,25,5,1,1,5,1,2,6,1,3,5,2,7,1,5,71
0,31,2,120,1,2,21,20,5,1,1,5,1,1,1,1,2,2,1,4,1,1,71
0,63,1,60,1,2,3,12,5,1,1,5,1,1,6,1,1,3,1,2,1,5,71
0,56,1,48,2,4,13,20,1,1,5,5,1,1,6,1,3,2,1,4,1,5,71
0,58,2,60,1,2,21,3,5,1,5,5,1,1,2,1,3,2,1,2,5,1,71
0,47,1,40,2,3,3,14,5,1,1,5,1,1,6,1,3,5,1,4,1,5,71
0,69,1,96,1,2,13,17,1,1,1,5,1,1,2,1,1,3,1,4,1,5,71
0,45,2,72,1,2,3,8,1,1,1,5,1,1,6,1,3,3,1,4,1,5,71
0,45,1,27,1,2,13,12,5,1,1,5,1,1,2,1,3,3,1,4,1,5,71
0,50,1,117,1,2,21,3,5,1,1,5,1,1,1,1,3,3,1,3,1,5,71
0,38,1,66,1,2,13,8,5,1,5,5,1,3,6,1,3,3,1,5,1,5,71
0,55,1,78,1,2,13,21,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,49,1,100,1,2,13,14,5,1,1,5,1,1,2,1,3,3,1,5,1,1,71
0,56,1,48,2,4,13,3,1,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,45,1,153,1,2,13,14,5,1,5,5,1,3,6,1,3,3,1,5,1,5,71
0,23,0,36,2,1,21,12,5,1,1,5,1,3,2,1,3,2,1,4,1,1,71
0,63,1,90,2,4,3,3,1,1,5,5,1,3,6,1,3,3,1,7,1,5,71
0,68,1,48,2,3,13,12,1,1,1,5,1,1,6,1,3,3,1,5,5,5,71
0,28,1,27,1,2,15,12,5,1,5,5,1,3,6,1,3,2,1,5,1,1,71
0,53,1,96,1,2,3,11,1,1,5,5,1,1,6,1,3,3,1,4,1,1,71
0,54,1,120,1,2,13,8,1,1,5,5,1,1,2,1,1,4,1,5,1,1,71
0,47,1,60,1,2,8,13,5,1,1,1,1,2,6,1,3,2,1,4,1,5,71
0,57,2,170,1,2,23,20,5,1,5,5,1,1,2,1,3,5,1,5,1,1,71
1,44,1,97,1,2,8,14,5,1,1,5,1,1,2,1,3,5,1,5,1,5,71
0,46,2,60,2,3,3,24,1,1,5,1,1,1,6,3,3,5,1,5,1,5,71
0,48,1,120,1,2,8,11,1,1,5,5,1,1,2,1,1,5,1,5,1,5,71
0,47,1,120,1,2,21,15,5,1,5,5,1,1,2,1,3,2,1,5,5,5,71
0,79,1,78,1,2,3,3,1,1,5,5,1,3,2,1,3,1,1,5,1,5,71
0,37,1,100,1,2,13,12,5,1,5,5,1,2,2,1,1,1,1,5,1,5,71
0,41,2,120,1,2,21,20,5,1,5,5,1,1,2,1,3,1,1,3,1,1,71
0,53,2,125,1,2,13,3,5,1,5,5,1,1,2,1,3,2,1,5,1,1,71
0,63,1,98,1,2,13,12,1,1,5,5,1,1,2,1,3,2,1,5,1,1,71
0,61,2,160,1,2,13,3,5,1,1,5,1,1,2,1,2,2,1,4,1,1,71
0,59,1,72,1,2,8,14,1,1,5,5,1,1,6,3,3,2,1,4,1,1,71
0,37,2,96,1,2,13,12,5,1,1,5,1,1,2,1,3,3,1,4,1,5,71
0,55,1,48,2,4,3,14,1,1,1,1,1,3,2,1,3,2,1,4,1,5,71
1,61,1,35,1,4,13,13,5,1,5,1,1,3,2,3,2,2,1,4,1,5,71
0,59,1,48,1,2,14,24,5,1,5,5,1,1,2,1,3,2,1,4,1,5,71
0,78,1,90,1,2,3,12,1,1,1,5,1,1,2,1,1,3,1,4,1,5,71
0,49,1,49,1,2,21,11,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,36,1,64,1,3,13,12,1,1,5,5,1,4,2,1,1,3,1,4,5,5,71
0,60,1,48,2,4,3,14,1,1,1,5,1,3,2,1,3,2,1,4,1,5,71
0,51,1,60,1,2,13,11,5,1,5,5,1,1,6,1,2,2,1,4,1,1,71
0,49,1,63,1,2,13,3,1,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,65,1,56,1,2,13,11,5,1,5,5,1,1,6,1,3,3,1,4,1,5,71
0,47,1,45,1,2,8,11,5,1,5,5,1,2,2,1,3,2,1,4,1,5,71
0,57,2,112,1,2,13,3,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,64,1,70,1,2,13,3,5,1,5,5,1,1,2,1,3,3,1,4,1,5,71
0,34,1,45,1,2,13,20,5,1,5,5,1,4,2,1,3,3,1,4,1,5,71
0,55,1,70,2,2,15,20,5,1,5,5,1,4,2,1,3,3,1,4,1,1,71
0,34,1,45,1,2,21,14,5,1,1,5,1,2,2,1,3,2,1,1,1,5,71
0,26,2,45,1,2,21,12,5,1,5,5,1,2,2,1,3,3,1,4,1,5,71
0,41,1,72,1,2,13,20,5,1,5,5,1,1,2,1,3,3,1,5,1,1,71
0,68,1,77,1,2,13,3,5,1,5,5,1,1,6,1,3,2,1,4,1,5,71
0,59,1,65,1,2,8,11,5,1,5,5,1,1,2,1,3,4,1,4,1,1,71
1,58,1,120,1,2,8,3,1,1,5,5,1,1,2,1,3,4,1,5,1,1,71
0,36,1,36,1,2,13,8,5,1,5,5,1,2,6,1,3,2,1,4,1,5,71
0,44,1,48,1,2,21,14,5,1,5,5,1,2,6,3,3,2,1,4,1,5,71
0,62,1,56,2,3,21,3,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,66,3,98,1,2,8,3,5,1,5,5,1,1,2,1,3,3,1,5,1,1,71
0,35,1,80,1,2,21,16,5,1,5,5,1,1,2,1,3,1,1,4,1,5,71
1,28,1,45,1,2,13,13,5,1,1,5,1,3,6,1,3,2,1,4,5,5,71
0,33,2,80,1,2,21,20,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,51,1,40,1,2,13,13,1,1,5,5,1,1,5,3,3,3,1,4,1,1,71
0,55,1,56,1,2,3,8,1,1,5,5,1,1,2,1,3,2,1,4,1,5,71
1,48,1,105,1,2,23,20,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,49,1,42,1,2,13,20,5,1,5,5,1,1,5,1,3,2,1,4,1,5,71
0,64,1,120,1,2,13,11,1,1,5,5,1,1,2,1,2,5,1,4,1,1,71
0,35,1,48,1,2,13,12,5,1,5,5,1,3,2,1,3,2,1,4,1,5,71
0,71,2,200,1,2,13,3,5,1,1,5,1,1,2,1,2,5,1,4,1,1,71
0,43,1,60,1,2,13,11,1,1,5,5,1,1,2,1,3,3,1,4,1,5,71
0,49,1,26,1,2,8,13,5,1,5,5,1,1,5,1,3,3,1,4,1,1,71
0,64,1,250,1,2,15,8,5,1,1,5,1,1,2,1,2,5,1,4,1,1,71
0,41,1,60,1,2,21,24,1,1,5,1,1,2,6,1,3,5,1,4,1,5,71
0,69,1,200,1,2,3,11,1,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,54,1,400,1,2,24,20,5,1,5,5,1,1,1,1,1,1,1,3,1,1,71
0,42,2,250,1,2,13,15,5,1,5,5,1,3,2,1,3,1,1,4,1,1,71
0,42,1,400,1,2,21,20,5,1,5,5,1,1,2,1,1,1,1,3,1,1,71
0,56,1,300,2,4,21,8,1,1,1,5,1,1,2,1,3,1,1,4,1,5,71
0,62,1,250,1,2,13,3,5,1,5,5,1,1,2,1,3,1,1,3,1,1,71
0,58,1,150,2,4,15,24,1,1,5,1,1,1,2,1,3,2,1,4,5,5,71
0,55,1,300,1,2,13,3,1,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,37,1,48,1,2,13,11,5,1,5,5,1,2,6,3,3,2,1,4,1,5,71
0,35,1,150,1,2,13,12,5,1,1,5,1,1,2,2,3,1,1,4,1,1,71
0,70,1,90,1,2,13,3,5,1,5,5,1,1,2,1,3,3,1,4,1,5,71
0,39,1,120,1,2,3,11,5,1,1,5,1,1,2,1,1,2,1,4,1,5,71
0,45,1,36,1,2,8,11,5,1,5,1,1,1,6,7,3,2,1,4,1,5,71
0,46,2,200,2,4,23,21,1,1,1,5,1,1,2,1,3,1,1,4,1,1,71
0,29,1,70,1,2,13,11,5,1,1,1,1,2,2,1,2,1,1,4,1,5,71
0,60,1,120,1,2,13,3,1,1,5,5,1,1,2,1,2,1,1,4,1,5,71
0,61,2,350,2,4,19,21,5,1,5,5,1,1,2,1,3,5,1,4,1,1,71
0,70,1,120,1,2,13,3,1,1,5,5,1,1,2,1,3,5,1,2,5,5,71
0,58,1,56,1,2,21,3,5,1,5,5,1,1,2,1,3,1,1,3,1,1,71
0,56,1,72,1,2,21,20,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,54,1,96,1,2,8,12,1,1,5,5,1,1,2,1,3,3,1,4,1,5,71
0,44,1,90,1,2,13,8,5,1,5,5,1,1,1,1,3,5,1,4,1,5,71
0,51,1,108,1,2,13,13,5,1,5,5,1,1,2,1,3,3,1,4,1,5,71
0,58,1,48,2,3,13,14,5,1,5,5,1,1,6,1,3,3,1,4,1,5,71
0,51,1,48,1,2,13,21,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,52,1,36,1,2,8,12,5,1,5,1,1,1,2,1,3,3,1,4,1,5,71
0,62,1,117,1,2,13,3,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,65,1,198,1,2,13,3,5,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,71,1,54,1,2,13,3,1,1,5,5,1,1,2,1,3,3,1,5,1,5,71
0,60,1,72,1,2,13,3,5,1,1,5,1,1,2,1,3,3,1,5,1,1,71
0,56,1,24,1,2,3,11,5,1,5,5,1,1,6,1,3,3,1,4,1,5,71
0,40,1,36,1,2,13,8,5,1,1,5,1,3,2,1,3,5,1,4,1,5,71
0,45,1,36,1,2,8,11,5,1,5,5,1,1,6,1,2,2,1,4,1,5,71
0,44,1,42,1,2,13,8,5,1,5,1,1,1,6,1,3,3,1,4,1,5,71
0,51,2,95,1,2,21,12,5,1,5,5,1,1,2,1,3,3,1,3,1,1,71
0,42,1,50,1,2,3,11,5,1,1,5,1,1,2,1,3,5,1,4,1,5,71
0,27,1,72,1,2,13,7,5,1,5,5,1,3,2,1,3,3,1,4,1,5,71
0,39,2,82,1,2,13,3,5,1,5,5,1,1,2,1,3,2,1,5,1,1,71
0,69,1,264,1,2,8,3,5,1,5,5,1,1,2,1,2,3,1,3,5,1,71
0,48,1,140,1,2,13,20,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
0,68,1,40,2,4,3,25,1,1,5,5,1,1,6,1,1,3,1,4,5,5,71
0,40,1,45,1,2,8,13,5,1,5,5,1,3,6,1,3,2,1,4,1,5,71
0,72,1,72,1,2,13,19,5,1,5,5,1,1,2,1,1,1,1,3,5,5,71
0,53,1,40,1,2,13,11,1,1,5,1,1,1,5,3,3,1,1,4,1,1,71
0,46,2,48,1,2,13,3,5,1,1,1,1,1,6,1,3,3,1,4,1,1,71
0,41,1,48,1,3,11,11,1,1,5,1,1,1,6,3,3,4,1,4,1,5,71
0,53,2,500,1,2,13,12,5,1,1,5,1,1,2,1,3,1,1,3,1,1,71
0,58,1,80,1,2,13,19,1,1,1,5,1,1,2,1,3,2,1,4,5,5,71
0,33,1,50,1,2,13,12,5,1,5,5,1,3,2,1,3,3,1,4,1,1,71
0,66,1,100,1,2,9,12,5,1,5,5,1,1,2,1,3,1,1,4,5,5,71
0,31,1,200,1,2,14,12,5,1,5,5,1,1,6,1,3,1,1,4,1,5,71
0,37,1,100,1,2,13,13,5,1,5,5,1,2,2,1,3,5,1,4,1,5,71
0,64,1,150,2,4,13,3,5,1,5,5,1,1,2,1,3,1,1,4,5,5,71
0,47,1,50,1,2,3,12,5,1,5,5,1,2,2,1,3,3,3,4,1,5,71
1,54,1,100,1,2,13,11,5,1,5,5,1,1,6,1,3,2,1,4,1,5,71
0,55,2,72,1,2,13,11,5,1,5,5,1,1,6,1,2,3,1,4,1,5,71
0,37,1,150,1,2,21,21,5,1,5,5,1,1,2,1,3,1,1,4,1,1,71
0,43,1,150,1,2,8,11,1,1,5,5,1,3,2,1,2,3,1,4,1,5,71
0,52,1,108,2,2,13,24,1,1,5,1,1,1,2,1,3,3,1,2,1,1,71
0,50,1,72,1,2,13,7,5,1,5,5,1,3,2,1,3,3,1,4,1,5,71
0,63,1,54,1,2,8,3,1,1,5,1,1,3,2,1,3,2,1,4,1,1,71
0,52,1,200,2,2,8,24,5,1,5,5,1,2,5,3,3,2,1,4,1,5,71
1,34,1,60,1,1,13,14,1,1,5,5,1,1,6,1,3,3,1,3,1,5,71
0,51,1,50,2,4,3,3,5,1,5,1,1,1,6,3,3,3,1,7,1,5,71
1,55,1,250,1,2,8,8,1,1,5,5,1,1,6,1,3,2,1,4,1,1,71
0,45,1,100,1,2,21,20,1,1,5,5,1,4,2,1,3,3,1,3,1,1,71
0,76,2,200,1,2,13,3,1,1,5,5,1,1,2,1,2,3,1,4,1,1,71
0,25,1,35,1,1,8,12,5,1,5,5,1,1,2,1,1,3,1,4,1,5,71
0,69,1,96,1,2,8,11,5,1,5,5,1,1,5,3,2,3,1,4,1,5,71
0,54,1,70,1,2,13,12,5,1,5,5,1,1,2,1,2,3,1,4,1,5,71
0,64,1,90,2,4,3,3,5,1,5,5,1,1,5,3,2,3,1,4,1,5,71
0,64,1,105,2,3,13,12,5,1,5,5,1,1,5,3,2,3,1,4,5,5,71
0,75,2,98,1,4,3,3,5,1,5,5,1,1,5,3,2,3,1,4,1,5,71
0,61,1,200,1,2,21,12,5,1,5,5,1,1,2,1,2,3,1,4,1,5,71
0,59,1,36,2,4,3,3,1,1,5,5,1,1,5,3,3,3,1,4,5,5,71
0,46,1,35,1,2,13,21,5,1,5,1,1,1,5,3,3,3,1,4,1,5,71
0,78,1,90,2,4,3,14,5,1,5,5,1,1,5,3,2,3,1,4,1,5,71
0,42,1,105,1,2,13,14,5,1,5,5,1,1,5,3,3,3,1,4,1,5,71
0,58,1,207,1,2,21,20,1,1,5,5,1,1,2,1,2,2,1,3,1,5,71
1,63,1,54,1,2,13,3,1,1,5,1,1,1,5,3,3,2,1,4,1,5,71
0,38,1,50,1,2,14,4,5,1,5,5,1,1,5,3,3,3,1,4,1,5,71
0,51,1,84,1,2,3,1,5,1,5,1,1,1,4,1,2,3,1,4,1,5,71
0,45,1,88,1,2,13,18,1,1,5,1,1,1,2,1,2,5,1,4,1,1,71
0,35,1,84,1,2,9,12,1,1,5,5,1,1,2,1,2,5,1,4,1,5,71
0,54,1,28,2,4,13,12,5,1,5,5,1,1,6,1,3,5,1,4,1,5,71
0,45,1,50,1,2,21,20,5,1,5,5,1,1,1,1,2,2,1,4,1,5,71
0,39,1,96,1,2,21,15,5,1,5,5,1,1,3,1,2,3,1,4,1,5,71
0,57,1,40,2,4,3,12,5,1,5,1,1,1,5,3,2,5,1,4,1,5,71
0,42,1,36,1,2,13,3,5,1,5,5,1,1,5,3,3,3,1,4,1,5,71
0,50,1,30,1,2,8,20,5,1,5,1,1,1,1,5,2,5,1,4,1,5,71
0,49,1,48,1,2,13,11,5,1,5,5,1,1,5,1,3,3,1,4,1,5,71
0,48,1,36,1,2,3,24,5,1,5,5,1,1,5,3,3,5,1,4,1,5,71
0,35,1,60,1,2,13,12,5,1,5,5,1,1,5,3,2,5,1,4,1,5,71
0,73,1,50,1,2,3,12,1,1,5,1,1,1,5,3,3,3,1,4,1,5,71
0,69,1,60,1,2,3,24,1,1,5,1,1,1,5,3,2,3,1,4,5,5,71
0,49,1,60,1,2,13,24,5,2,5,5,1,1,2,1,4,3,1,4,1,1,71
0,43,1,36,1,2,8,11,1,1,5,5,1,1,5,3,3,5,1,4,1,5,71
0,48,1,60,1,2,8,20,5,1,5,1,1,1,5,1,3,5,1,4,1,5,71
0,61,1,96,1,2,13,3,1,1,5,5,1,1,5,3,3,3,1,4,5,5,71
0,46,1,140,2,3,21,21,1,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,63,1,80,1,2,3,3,1,1,5,5,1,1,2,1,2,3,1,4,1,5,71
0,60,1,72,1,2,13,21,5,1,5,1,1,1,5,3,3,3,1,4,5,5,71
0,63,1,80,2,4,3,3,1,1,5,1,1,1,5,3,3,5,1,4,1,1,71
0,42,1,70,1,2,13,21,1,1,5,5,1,1,2,1,3,3,1,4,1,1,71
0,41,1,112,1,2,13,20,5,1,5,5,1,3,5,3,2,5,1,4,1,5,71
0,37,1,96,1,2,13,12,5,1,5,5,1,1,2,1,2,3,1,4,1,5,71
1,48,1,105,1,2,13,11,1,1,5,1,1,1,5,3,3,3,1,4,1,5,71
0,73,1,48,1,1,3,4,1,1,5,1,1,1,5,3,3,5,1,10,5,5,71
0,66,1,50,1,2,3,12,5,1,5,5,1,1,2,1,3,2,1,4,1,1,71
